#,"Total Backlinks","Domain Rating","URL Rating (desc)","Referring Domains","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",TextPre,"Link Anchor",TextPost,Type,"Backlink Status","First Seen","Last Check","Day Lost",Language,Traffic,Keywords,"Js rendered","Linked Domains"
14,60,73,15,7,https://medportal.ru/enc/plasurgery/forbody/9/,"Как образуются рубцы. Пластическая хирургия",43,12,http://frauklinik.ru/about/adw/frau_klinik_lefortovo.php/,,"Все виды пластических и реконструктивных операций. Anti-age хирургия. Коррекция тела. На 10 лет моложе.",,Nofollow,,"2020-05-13 00:09:17","2020-06-15 11:13:19",,ru,121,116,,11
15,1,93,15,,https://yandex.ru/yaca/cat/Private_Life/Beauty/Plastic_surgery/,"Яндекс.Каталог: Пластическая хирургия",31,24,http://www.frauklinik.ru/,,"«Frauklinik» — клиника пластической хирургии",,Dofollow,,"2016-04-24 03:20:48","2016-07-31 08:21:15",,ru,,,,13
16,5,85,15,1,https://www.kp.ru/guide/tseny-na-rinoplastiku.html,"Цены на ринопластику: сколько стоит пластика носа в Москве?",61,20,http://www.frauklinik.ru/faq/form.php,,"Консультация специалиста На сайте клиники можно задать интересующий вопрос и приложить к нему фото. Задать Задать вопрос",,"Nofollow, Image",,"2019-12-17 13:57:06","2019-12-17 13:57:06",,ru,1343,258,,11
17,2,85,15,1,https://www.kp.ru/guide/tseny-na-rinoplastiku.html,"Цены на ринопластику: сколько стоит пластика носа в Москве?",61,20,https://www.frauklinik.ru/price/plasticheskaya_khirurgiya.php,,"Какую клинику выбрать? При выборе клиники пластической хирургии стоит обращать внимание на уровень сервиса и ценовую политику. Посмотреть прайс-лист выбрать клинику",,"Nofollow, Image",,"2019-12-17 13:57:06","2019-12-17 13:57:06",,ru,1343,258,,11
18,1,85,15,1,https://www.kp.ru/guide/tseny-na-rinoplastiku.html,"Цены на ринопластику: сколько стоит пластика носа в Москве?",61,20,https://www.frauklinik.ru/,"P. S.На сайте","«Фрау Клиник»","представлен полный перечень услуг, которые оказывают в медицинском центре. Также",Nofollow,,"2019-12-17 13:57:06","2019-12-17 13:57:06",,ru,1343,258,,11
19,1,85,15,1,https://www.kp.ru/guide/tseny-na-rinoplastiku.html,"Цены на ринопластику: сколько стоит пластика носа в Москве?",61,20,https://www.frauklinik.ru/plasticheskaya-hirurgia/rinoplastika.php,,"Возможности услуги Пластика носа может не только исправить эстетические недостатки, но и решить ряд медицинских проблем. Показания для пластики носа нос",,"Nofollow, Image",,"2019-12-17 13:57:06","2019-12-17 13:57:06",,ru,1343,258,,11
20,1,85,15,1,https://www.kp.ru/guide/tseny-na-rinoplastiku.html,"Цены на ринопластику: сколько стоит пластика носа в Москве?",61,20,https://www.frauklinik.ru/plasticheskaya-hirurgia/septoplastika.php,,"Септопластика Септопластика способна снизить риск развития многих заболеваний органов дыхания и помочь добиться желаемой эстетики носа. Показания и цены пластика",,"Nofollow, Image",,"2019-12-17 13:57:06","2019-12-17 13:57:06",,ru,1343,258,,11
21,4,85,15,1,https://www.kp.ru/guide/skol-ko-stoit-blefaroplastika.html,"Сколько стоит блефаропластика в Москве: виды операций и цены",62,21,https://www.frauklinik.ru/,"* ООО","«Фрау Клиник»","осуществляет медицинскую деятельность на основании лицензий, выданных Департаментом здравоохранения города",Nofollow,,"2019-12-24 13:32:33","2019-12-24 13:32:33",,ru,1174,47,,11
22,2,85,15,1,https://www.kp.ru/guide/skol-ko-stoit-blefaroplastika.html,"Сколько стоит блефаропластика в Москве: виды операций и цены",62,21,https://www.frauklinik.ru/plasticheskaya-hirurgia/besshov-blefaroplastika.php,,"Возрастные изменения кожи Пластика века (блефаропластика) без и с пересадкой тканей особенно актуальна в возрасте после 40 лет. Подробнее лицо",,"Nofollow, Image",,"2019-12-24 13:32:33","2019-12-24 13:32:33",,ru,1174,47,,11
23,1,85,15,1,https://www.kp.ru/guide/skol-ko-stoit-blefaroplastika.html,"Сколько стоит блефаропластика в Москве: виды операций и цены",62,21,https://www.frauklinik.ru/plasticheskaya-hirurgia/blefaro_krug_malyarniy_lipoliz.php,,"Выбор клиники пластической хирургии Для проведения пластики века (блефаропластики) без и с пересадкой тканей стоит выбирать только специализированные клиники. Где можно пройти процедуру блефаропластики в Москве? ...",,"Nofollow, Image",,"2019-12-24 13:32:33","2019-12-24 13:32:33",,ru,1174,47,,11
24,1,85,15,1,https://www.kp.ru/guide/skol-ko-stoit-blefaroplastika.html,"Сколько стоит блефаропластика в Москве: виды операций и цены",62,21,https://www.frauklinik.ru/plasticheskaya-hirurgia/blefaroplastika.php,,"Стоимость блефаропластики Стоимость пластики век (блефаропластики) без и с пересадкой тканей может зависеть от сложности, индивидуальных особенностей, квалификации врача, а также уровня клиники. Узнать стоимость ...",,"Nofollow, Image",,"2019-12-24 13:32:33","2019-12-24 13:32:33",,ru,1174,47,,11
25,1,85,15,1,https://www.kp.ru/guide/skol-ko-stoit-blefaroplastika.html,"Сколько стоит блефаропластика в Москве: виды операций и цены",62,21,https://www.frauklinik.ru/plasticheskaya-hirurgia/direkt/christmas_actions_frauklinik_2020.php,,"Рождественские скидки С 3 по 21 января 2020 года действуют специальные предложения на самые популярные пластические операции. Подробнее Рождественские скидки",,"Nofollow, Image",,"2019-12-24 13:32:33","2019-12-24 13:32:33",,ru,1174,47,,11
26,95,73,15,6,https://medportal.ru/enc/cosmetology/massage/10/,"Когда массаж противопоказан. Косметология",34,16,http://frauklinik.ru/about/adw/frau_klinik_lefortovo.php/?utm_source=medportal,,"Инъекционная и лазерная косметология. Омоложение и уход. На 10 лет моложе.",,Nofollow,,"2019-10-28 06:17:17","2020-06-13 20:22:47",,ru,0,0,,11
27,1,92,15,2,https://health.mail.ru/news/chto_delat_chtoby_posle_samoizolyatsii_ne/,"Что делать, чтобы после самоизоляции не разориться на косметологе? - Здоровье Mail.ru",45,9,https://www.frauklinik.ru/doctor/chapknova.php,,"Олеся Чапкънова",,Dofollow,,"2020-06-13 07:59:58","2020-06-13 07:59:58",,ru,0,2,,7
28,2,85,15,5,https://www.kp.ru/guide/plastika-litsa.html,"Пластика лица: виды и методы, цены и где сделать пластику лица в Москве?",65,23,http://www.frauklinik.ru/faq/form.php,,"Консультация специалиста На сайте клиники можно задать интересующий вопрос и приложить к нему фото. Задать вопрос Задать вопрос",,"Nofollow, Image",,"2019-12-13 19:06:27","2020-06-15 20:31:22",,ru,253,188,,13
29,1,85,15,5,https://www.kp.ru/guide/plastika-litsa.html,"Пластика лица: виды и методы, цены и где сделать пластику лица в Москве?",65,23,https://www.frauklinik.ru/about/,,"ВЫБОР КЛИНИКИ Обращаться за услугами пластической хирургии и косметологии стоит только в специализированные клиники, имеющие лицензии, а также отличную репутацию. Куда можно обратиться? врач",,"Nofollow, Image",,"2019-12-13 19:06:27","2020-06-15 20:31:22",,ru,253,188,,13
30,1,85,15,5,https://www.kp.ru/guide/plastika-litsa.html,"Пластика лица: виды и методы, цены и где сделать пластику лица в Москве?",65,23,https://www.frauklinik.ru/plasticheskaya-hirurgia/facelifting.php,,"Пластика лица Услуги пластической хирургии могут помочь вернуть коже упругость, сделать контур лица более четким, разгладить морщины, избавиться от второго подбородка. Доступные услуги лицо",,"Nofollow, Image",,"2020-06-15 20:31:22","2020-06-15 20:31:22",,ru,253,188,,13
31,1,85,15,5,https://www.kp.ru/guide/plastika-litsa.html,"Пластика лица: виды и методы, цены и где сделать пластику лица в Москве?",65,23,https://www.frauklinik.ru/plasticheskaya-hirurgia/rinoplastika.php,,"Возможности пластики носа С помощью пластики носа можно скорректировать форму переносицы, крыльев, ноздрей, кончика носа, а также исправить асимметрию. Подробнее нос",,"Nofollow, Image",,"2019-12-13 19:06:27","2020-06-15 20:31:22",,ru,253,188,,13
32,1,85,15,5,https://www.kp.ru/guide/plastika-litsa.html,"Пластика лица: виды и методы, цены и где сделать пластику лица в Москве?",65,23,https://www.frauklinik.ru/price/plasticheskaya_khirurgiya.php,,"Стоимость услуг пластической хирургии Стоимость услуг пластической хирургии может зависеть от множества факторов и определяется индивидуально. Смотреть цены врач",,"Nofollow, Image",,"2019-12-13 19:06:27","2020-06-15 20:31:22",,ru,253,188,,13
33,1,85,14,0,https://www.kp.ru/guide/korrektsija-formy-nosa.html,"Коррекция формы носа: как изменить форму носа и сколько это стоит в Москве?",61,20,https://www.frauklinik.ru/,"P. S.На сайте","«Фрау Клиник»","представлен полный перечень услуг, оказываемых центром эстетической медицины. Там же",Nofollow,,"2019-12-19 06:32:35","2019-12-19 06:32:35",,ru,813,465,,11
34,1,85,14,0,https://www.kp.ru/guide/korrektsija-formy-nosa.html,"Коррекция формы носа: как изменить форму носа и сколько это стоит в Москве?",61,20,https://www.frauklinik.ru/plasticheskaya-hirurgia/rinoplastika.php,,"Показания для пластики носа Коррекция формы носа позволяет устранить эстетические недостатки, а также может быть показана при проблемах со здоровьем. Подробнее о коррекции носа лицо",,"Nofollow, Image",,"2019-12-19 06:32:35","2019-12-19 06:32:35",,ru,813,465,,11
35,1,85,14,0,https://www.kp.ru/guide/korrektsija-formy-nosa.html,"Коррекция формы носа: как изменить форму носа и сколько это стоит в Москве?",61,20,https://www.frauklinik.ru/plasticheskaya-hirurgia/septoplastika.php,,"Септопластика Прибегнув к септопластике, можно снизить риск развития многих заболеваний органов дыхания и изменить форму носа. Показания и цены пластика",,"Nofollow, Image",,"2019-12-19 06:32:35","2019-12-19 06:32:35",,ru,813,465,,11
36,1,85,14,0,https://www.kp.ru/guide/korrektsija-formy-nosa.html,"Коррекция формы носа: как изменить форму носа и сколько это стоит в Москве?",61,20,https://www.frauklinik.ru/price/plasticheskaya_khirurgiya.php,,"Стоимость пластики носа Стоимость пластики носа может зависеть от множества факторов и определяется индивидуально для каждого пациента. Смотреть цены врач",,"Nofollow, Image",,"2019-12-19 06:32:35","2019-12-19 06:32:35",,ru,813,465,,11
37,3,62,14,0,https://eva.ru/forum/mobile/topic/3580497.htm,"рак от имплантов",37,3,https://www.frauklinik.ru/doctor/artamonova.php,"ней сложно попасть, но сейчас стала принимать платно во Фрау.",https://www.frauklinik.ru/doctor/artamonova.php,,Nofollow,,"2020-01-24 15:51:36","2020-04-18 01:56:16",,ru,0,0,,3
38,1,46,14,9,https://platinental.ru/services/medical/plastic_surgery/face/smas_podtjazhka_lica/,"Операция СМАС лифтинг лица: видео, фото до после, цены, результаты пластики, отзывы, реабилитация по дням",32,9,https://www.frauklinik.ru/plasticheskaya-hirurgia/dvoynoy_podborodok.php,,"двойной подбородок",;,"Dofollow, Content",,"2020-03-25 22:48:25","2020-06-15 00:25:28",,,0,2,,6
39,2,29,14,8,http://melsmon-russia.ru/,"Melsmon - РџР»Р°С†РµРЅС‚Р°СЂРЅС‹Р№ РїСЂРµРїР°СЂР°С‚",0,20,http://www.frauklinik.ru/,,frauklinik.ru,,Dofollow,,"2020-05-22 04:54:50","2020-06-15 23:58:36",,,0.03,5,,13
40,1,58,13,0,https://mama.ru/forums/theme/gde-postavit-implanty-v-moskve/,"Где поставить импланты в Москве? - mama.ru",176,16,http://www.frauklinik.ru/doctor/brovko.php,"50 тыс, делала в частной стоматологии у врача Бровко КВ",http://www.frauklinik.ru/doctor/brovko.php,,Nofollow,,"2018-11-11 21:28:09","2020-05-16 05:24:06",,ru,0,0,,13
41,1,85,13,2,https://www.kp.ru/guide/uvelichenie-grudi.html,"Увеличение груди: способы, методы и стоимость пластических операций в Москве",65,21,https://www.frauklinik.ru/about/,,"Клиника косметологии и пластической хирургии На сайте клиники можно заочно ознакомиться с ее интерьером и технической оснащенностью. Посмотреть клинику Виртуальный 3D",,"Nofollow, Image",,"2020-06-15 15:09:22","2020-06-15 15:09:22",,ru,217,205,,13
42,1,85,13,2,https://www.kp.ru/guide/uvelichenie-grudi.html,"Увеличение груди: способы, методы и стоимость пластических операций в Москве",65,21,https://www.frauklinik.ru/plasticheskaya-hirurgia/uvelichenie-grudi.php,,"ВЫБОР КЛИНИКИ Для проведения маммопластики стоит обращаться только в специализированные клиники, имеющие лицензии, а также отличную репутацию. Куда можно обратиться? врач",,"Nofollow, Image",,"2020-06-15 15:09:22","2020-06-15 15:09:22",,ru,217,205,,13
43,2,44,13,1,https://chudo.tech/2020/03/08/vypusk-programmy-chudo-tehniki-ot-8-marta-2020/,"Выпуск программы «Чудо техники» от 8 марта 2020 | Чудо техники",66,23,https://www.frauklinik.ru/,"и косметологии профессора Блохина С.Н. и доктора Вульфа И.А. «","Frau Klinik","» за прекрасное сотрудничество, профессионализм и неоценимую помощь в создании","Dofollow, Content",,"2020-04-09 13:02:14","2020-04-28 07:31:40",,ru,0,0,,19
44,13,62,13,1,https://www.kleo.ru/consult/plastich/questions_616.shtml,"Нужно ли с течением времени удалять имплантаты?",100,8,http://www.frauklinik.ru/,,www.frauklinik.ru,,Nofollow,,"2019-08-18 01:27:39","2020-05-16 08:52:54",,ru,0,0,,8
45,1,85,13,0,https://www.kp.ru/guide/skol-ko-stoit-otoplastika-v-moskve.html,"Сколько стоит отопластика в Москве: виды операций и цены",61,18,https://www.frauklinik.ru/about/,,"Клиника косметологии и пластической хирургии На сайте клиники можно заочно ознакомиться с интерьером и технической оснащенностью. Посмотреть клинику Виртуальный 3D",,"Nofollow, Image",,"2019-12-11 22:14:00","2019-12-11 22:14:00",,ru,159,102,,10
46,1,85,13,0,https://www.kp.ru/guide/skol-ko-stoit-otoplastika-v-moskve.html,"Сколько стоит отопластика в Москве: виды операций и цены",61,18,https://www.frauklinik.ru/plasticheskaya-hirurgia/otoplastika.php,,"Стоимость аурикулопластики Стоимость аурикулопластики, или отопластики, во многом зависит от квалификации врача, оснащенности клиники и сложности случая. Узнать стоимость аурикулопластика",,"Nofollow, Image",,"2019-12-11 22:14:00","2019-12-11 22:14:00",,ru,159,102,,10
47,1,85,13,0,https://www.kp.ru/guide/abdominoplastika.html,"Абдоминопластика: виды операций, цены, где сделать пластика живота в Москве?",61,18,https://www.frauklinik.ru/,"P. S.На сайте","«Фрау Клиник»","можно ознакомиться с полным перечнем услуг, оказываемых в центре эстетической",Nofollow,,"2019-12-11 14:44:55","2019-12-11 14:44:55",,ru,936,325,,11
48,1,85,13,0,https://www.kp.ru/guide/abdominoplastika.html,"Абдоминопластика: виды операций, цены, где сделать пластика живота в Москве?",61,18,https://www.frauklinik.ru/plasticheskaya-hirurgia/abdominoplastika.php,,"Возможности услуги Абдоминопластика (иссечение кожи и подкожно-жировой клетчатки передней брюшной стенки) может применяться не только при избытке жировой ткани, но и при расхождении прямых мышц живота и грыжах. ...",,"Nofollow, Image",,"2019-12-11 14:44:55","2019-12-11 14:44:55",,ru,936,325,,11
49,1,85,13,0,https://www.kp.ru/guide/abdominoplastika.html,"Абдоминопластика: виды операций, цены, где сделать пластика живота в Москве?",61,18,https://www.frauklinik.ru/price/plasticheskaya_khirurgiya.php,,"Сколько стоит услуга? Стоимость абдоминопластики (иссечения кожи и подкожно-жировой клетчатки передней брюшной стенки) во многом зависит от особенностей организма пациента и рассчитывается индивидуально для каждого ...",,"Nofollow, Image",,"2019-12-11 14:44:55","2019-12-11 14:44:55",,ru,936,325,,11
50,1,85,13,0,https://www.kp.ru/guide/blefaroplastika.html,"Блефаропластика верхних и нижних век: что это такое, как ее выполняют, виды процедур",61,21,https://www.frauklinik.ru/,"P. S.На сайте","«Фрау Клиник»","можно получить полную информацию обо всех услугах, оказываемых лечебным учреждением,",Nofollow,,"2019-12-11 09:13:31","2019-12-11 09:13:31",,ru,1436,287,,11
51,1,85,13,0,https://www.kp.ru/guide/blefaroplastika.html,"Блефаропластика верхних и нижних век: что это такое, как ее выполняют, виды процедур",61,21,https://www.frauklinik.ru/plasticheskaya-hirurgia/besshov-blefaroplastika.php,,"Возрастные изменения кожи Пластика верхних век особенно актуальна в возрасте после 40 лет. Подробнее лицо",,"Nofollow, Image",,"2019-12-11 09:13:31","2019-12-11 09:13:31",,ru,1436,287,,11
52,1,85,13,0,https://www.kp.ru/guide/blefaroplastika.html,"Блефаропластика верхних и нижних век: что это такое, как ее выполняют, виды процедур",61,21,https://www.frauklinik.ru/plasticheskaya-hirurgia/blefaro_krug_malyarniy_lipoliz.php,,"Выбор клиники пластической хирургии Для проведения пластики века (блефаропластики) без и с пересадкой тканей стоит выбирать только специализированные клиники. Где можно пройти блефаропластику в Москве? веко",,"Nofollow, Image",,"2019-12-11 09:13:31","2019-12-11 09:13:31",,ru,1436,287,,11
53,1,85,13,0,https://www.kp.ru/guide/blefaroplastika.html,"Блефаропластика верхних и нижних век: что это такое, как ее выполняют, виды процедур",61,21,https://www.frauklinik.ru/plasticheskaya-hirurgia/blefaroplastika.php,,"Возможности блефаропластики Пластика века (блефаропластика) без и с пересадкой тканей способна помочь в случаях, когда требуется избавиться от возрастных изменений кожи в области глаз. Преимущества процедуры глаза",,"Nofollow, Image",,"2019-12-11 09:13:31","2019-12-11 09:13:31",,ru,1436,287,,11
54,1,85,13,0,https://www.kp.ru/guide/blefaroplastika.html,"Блефаропластика верхних и нижних век: что это такое, как ее выполняют, виды процедур",61,21,https://www.frauklinik.ru/price/plasticheskaya_khirurgiya.php,,"Стоимость услуги Стоимость пластики века (блефаропластики) без и с пересадкой тканей может зависеть от цели операции, ее сложности, области вмешательства, а также индивидуальных особенностей. Смотреть цены цена",,"Nofollow, Image",,"2019-12-11 09:13:31","2019-12-11 09:13:31",,ru,1436,287,,11
55,1,74,13,3,https://www.cosmo.ru/beauty/body/kombinirovannye-operacii-novyy-trend-v-plastike-kto-delaet-i-zachem-eto-nuzhno/,"Что такое комбинированные пластические операции и кому подходит такой метод - отвечает хирург",15,1,https://www.frauklinik.ru/?cm_id=48688553_4159601284_8879503861_20266996992__none_search_type1_no_desktop_premium_213&calltouch_tm=yd_c:48688553_gb:4159601284_ad:8879503861_ph:20266996992_st:search_pt:premium_p:1_s:none_dt:desktop_reg:213_ret:_apt:none&yclid=2931204722144344838&from=article_link,"Отвечает Соломон Маисович Абрамян — пластический хирург клиники С.Н. Блохина","Frau Klinik",.,Dofollow,,"2020-05-29 01:53:38","2020-06-12 06:26:57",,ru,0,4,,1
56,1,71,13,3,https://www.wday.ru/krasota-zdorovie/encyclopedia-zdorovia/trevojnyie-voprosyi-mojet-li-posle-massaja-podnyatsya-temperatura/,"Температура после массажа, может ли после массажа подняться температура — www.wday.ru",61,16,https://www.frauklinik.ru/doctor/mamzin.php,,"Иван Мамзин",,"Dofollow, Image",,"2020-05-29 10:34:30","2020-06-08 08:38:55",,ru,19,16,,14
57,922,20,12,6,https://reshaping.ru/,"Издание о пластической хирургии и косметологии | Reshaping.ru - Reshaping.ru",106,4,http://www.frauklinik.ru/plasticheskaya-hirurgia/direkt/endouvel_grudi_bf.php,,,,"Dofollow, Image",,"2020-05-28 03:45:16","2020-06-15 22:34:47",,ru,,,,4
58,126,12,12,0,https://www.topestet.ru/catalog/,"Поиск специалиста",85,9,http://www.frauklinik.ru/,,www.frauklinik.ru,,Dofollow,,"2019-09-15 14:37:15","2020-05-10 00:48:37",,,0,0,,6
59,1,42,12,0,https://masterclassy.ru/podarki/podelki-na-8-marta/18609-kak-izbavitsya-ot-vtorogo-podborodka.html,"Как избавиться от второго подбородка » Master classy - мастер классы для вас",91,12,https://www.frauklinik.ru/plasticheskaya-hirurgia/dvoynoy_podborodok.php,"При подтяжке шеи зачастую делается и","пластика подбородка",", с помощью которой моделируют и корректируют его форму. Эта","Dofollow, Content",,"2020-04-02 14:59:57","2020-05-08 04:42:32",,ru,0,0,,9
60,1,42,12,0,https://masterclassy.ru/podarki/podelki-na-8-marta/18609-kak-izbavitsya-ot-vtorogo-podborodka.html,"Как избавиться от второго подбородка » Master classy - мастер классы для вас",91,12,https://www.frauklinik.ru/plasticheskaya-hirurgia/podtazhka-shei.php,,"Подтяжка шеи",", называемая также платизмопластикой, часто сочетается с другими хирургическими методиками","Dofollow, Content",,"2020-04-02 14:59:57","2020-05-08 04:42:32",,ru,0,0,,9
61,3,83,12,0,https://yandex.com.tr/profile/1221754794,Yandex,21,1,http://www.frauklinik.ru/,,frauklinik.ru,,Dofollow,,"2020-01-29 19:51:51","2020-04-24 12:02:41",,tr,0,0,,1
62,1,81,12,,https://yandex.ua/maps/org/tsentr_krasoty_i_zdorovya_frau_klinik/1221754794/,"Центр красоты и здоровья Фрау Клиник - пластична хірургія, метро Проспект Миру, Россия, Центральный федеральный округ, Москва, улица Гиляровского, 55 — Яндекс.Карти",24,15,http://www.frauklinik.ru/,,www.frauklinik.ru/,,"Dofollow, Content",,"2018-02-01 23:04:05","2018-02-01 23:04:05",,uk,,,,9
63,3,77,12,1,https://maps.me/catalog/health/amenity-clinic/country-rossiyskaya-federaciya/,"Doctor's offices Russia - clinic directory: addresses, phone numbers, hours, and websites",45,25,http://www.frauklinik.ru/,Website:,http://www.frauklinik.ru/,,Nofollow,,"2018-12-11 10:47:16","2020-03-20 21:07:43",,,0,0,,14
64,1,57,12,0,https://inweb.ua/blog/medical-seo/,"Особенности продвижения сайтов медицинской тематики, нюансы раскрутки медицинских сайтов — YMYL",49,32,http://www.frauklinik.ru/doctor/blohin.php,,www.frauklinik.ru/doctor/blohin.php,,"Nofollow, Content",,"2019-04-09 03:57:35","2020-05-12 14:33:16",,ru,0.01,3,,17
65,1,80,12,0,https://yandex.by/maps/org/frau_klinik/1779270917/,"Фрау Клиник, медцентр, клиника, Россия, Москва, Подсосенский пер., 20А — Яндекс.Карты",31,26,http://frauklinik.ru/,,frauklinik.ru,,Nofollow,,"2018-03-18 13:20:34","2020-02-07 18:46:51",,ru,0,0,,8
66,1,80,12,0,https://yandex.by/maps/org/frau_klinik/1779270917/,"Фрау Клиник, медцентр, клиника, Россия, Москва, Подсосенский пер., 20А — Яндекс.Карты",31,26,http://www.frauklinik.ru/stomatologia,,www.frauklinik.ru/stomatologia,,Nofollow,,"2018-09-29 09:20:39","2020-02-07 18:46:51",,ru,0,0,,8
67,4,27,12,6,https://women-journal.com/zhenskoe-zdorove/kosmetologiya/1647.html,"Неоарт в пластической хирургии – Женский журнал",96,5,http://frauklinik.ru/uslugi/novyi_proekt/,,Неоарт,"Самые лучшие мастера скульптуры","Dofollow, Image, Content",,"2018-04-22 14:34:16","2020-06-15 10:41:11",,ru,0,0,,2
68,5,82,12,0,http://s2.kp.cdnvideo.ru/guide/mammoplastika.html,"Маммопластика: методы, виды имплантатов, цены и что важно знать?",47,40,https://www.frauklinik.ru/,"* ООО","«Фрау Клиник»","осуществляет медицинскую деятельность на основании лицензий, выданных Департаментом здравоохранения города",Nofollow,,"2020-06-07 04:58:56","2020-06-07 04:58:56",,ru,0,0,,14
69,3,82,12,0,http://s2.kp.cdnvideo.ru/guide/skol-ko-stoit-otoplastika-v-moskve.html,"Сколько стоит отопластика в Москве: виды операций и цены",47,39,http://www.frauklinik.ru/faq/form.php,,"Консультация специалиста На сайте клиники можно задать интересующий вопрос и приложить к нему фото. Задать Задать вопрос",,"Nofollow, Image",,"2020-06-07 04:58:59","2020-06-07 04:58:59",,ru,0,0,,14
