#,"Anchor Text","Referring Domains Total","Referring Domains with Anchor (Percent %)","Referring Domains Dofollow (desc)","Referring Domains Dofollow with Anchor (Percent %)","Referring Pages Count","Referring Pages with Anchor (Percent %)","First Seen","Last Check"
58,http://www.frauklinik.ru/plasticheskaya-hirurgia/microrinoplastika.php,5,1,2,0.75,24,0.15,"2017-11-01 11:43:23","2020-06-16 03:36:29"
59,http://www.frauklinik.ru/price/actions.php,5,1,2,0.75,80,0.50,"2016-10-22 16:07:20","2020-06-16 02:46:26"
60,http://www.frauklinik.ru/price/stomatologia.php,3,0.75,2,0.75,47,0.30,"2017-10-16 20:04:43","2020-06-16 10:14:06"
61,http://www.frauklinik.ru/stomatologia/implantaciya_zubov.php,4,1,2,0.75,45,0.28,"2017-06-16 17:05:51","2020-06-16 09:25:49"
62,https://www.frauklinik.ru/,6,2,2,0.75,11,0.07,"2020-01-15 19:13:42","2020-06-16 07:36:30"
63,аноргазмия,2,0.50,2,0.75,4,0.03,"2019-09-09 07:41:56","2019-10-14 23:54:42"
64,"асимметрию груди",2,0.50,2,0.75,5,0.03,"2016-02-29 04:09:34","2020-06-04 10:06:49"
65,блефаропластика,3,0.75,2,0.75,5,0.03,"2016-02-29 22:37:12","2020-06-04 07:05:13"
66,"блохин с.н.",2,0.50,2,0.75,4,0.03,"2016-02-29 17:45:07","2020-06-04 16:34:33"
67,бодилифтинг,2,0.50,2,0.75,3,0.02,"2018-12-21 05:06:34","2020-03-30 11:59:24"
68,вагинопластики,3,0.75,2,0.75,7,0.04,"2016-05-17 22:11:44","2020-06-04 07:54:13"
69,"восстановление девственности",2,0.50,2,0.75,4,0.03,"2018-04-16 10:58:35","2020-02-25 06:49:32"
70,"глеб игоревич тумаков",2,0.50,2,0.75,6,0.04,"2016-03-12 10:56:27","2020-06-10 05:17:16"
71,"глеб тумаков",2,0.50,2,0.75,4,0.03,"2016-03-12 02:35:30","2020-06-10 18:11:06"
72,здесь,3,0.75,2,0.75,87,0.55,"2016-05-15 08:28:18","2020-06-05 23:40:24"
73,"игорь александрович вульф",2,0.50,2,0.75,4,0.03,"2015-12-04 01:49:36","2020-06-04 18:58:27"
74,"клиника пластической хирургии в москве",2,0.50,2,0.75,3,0.02,"2018-12-04 07:32:11","2020-05-30 10:16:06"
75,"клинике frau klinik",2,0.50,2,0.75,5,0.03,"2018-10-25 01:07:39","2020-06-04 07:54:23"
76,"клинике пластической хирургии frauklinik",2,0.50,2,0.75,4,0.03,"2016-03-12 19:14:29","2020-06-10 18:11:00"
77,"клиники frauklinik",2,0.50,2,0.75,9,0.06,"2016-02-28 14:34:20","2020-06-10 05:06:09"
78,"клиники пластической хирургии frauklinik",2,0.50,2,0.75,9,0.06,"2016-02-21 01:13:30","2020-05-26 09:20:15"
79,"клиники пластической хирургии и косметологии frau klinik",2,0.50,2,0.75,3,0.02,"2019-06-23 11:32:01","2020-06-07 04:41:10"
80,"клинику «фрауклиник»",2,0.50,2,0.75,6,0.04,"2015-10-04 09:36:17","2020-06-10 12:08:12"
81,"лазерная шлифовка",4,1,2,0.75,21,0.13,"2014-12-29 16:55:49","2020-06-09 19:23:56"
82,"лечение волос",2,0.50,2,0.75,8,0.05,"2020-02-06 00:11:16","2020-05-05 17:05:14"
83,липофилинг,3,0.75,2,0.75,3,0.02,"2014-07-01 17:04:37","2020-06-04 21:44:44"
84,"малоинвазивная методика увеличения груди",2,0.50,2,0.75,5,0.03,"2016-02-28 00:35:38","2020-06-04 10:07:49"
85,"малоинвазивный метод омоложения глаз",2,0.50,2,0.75,5,0.03,"2016-05-07 09:20:40","2020-06-04 07:54:23"
86,микроринопластика,3,0.75,2,0.75,6,0.04,"2017-03-27 02:48:44","2020-06-06 02:25:21"
87,"на 10 лет моложе",2,0.50,2,0.75,7,0.04,"2016-05-05 15:31:03","2020-06-12 06:49:41"
88,"на сайте клиники",2,0.50,2,0.75,8,0.05,"2016-02-21 20:10:23","2020-06-10 19:37:41"
89,"обвисшая грудь",2,0.50,2,0.75,2,0.01,"2015-04-07 07:23:36","2020-06-12 23:36:52"
90,"операцию по восстановлению груди",2,0.50,2,0.75,3,0.02,"2016-02-29 10:47:54","2020-06-15 19:42:31"
91,плазмолифтинг,2,0.50,2,0.75,7,0.04,"2018-03-08 08:52:01","2020-06-10 14:50:16"
92,"пластика скул",2,0.50,2,0.75,2,0.01,"2018-12-23 15:30:14","2020-03-25 03:49:00"
93,"пластика ягодиц",2,0.50,2,0.75,4,0.03,"2017-07-30 22:36:03","2020-06-16 04:21:24"
94,"пластической хирургии",2,0.50,2,0.75,2,0.01,"2015-03-30 00:48:17","2020-06-15 20:48:20"
95,подробнее,2,0.50,2,0.75,13,0.08,"2018-10-10 14:30:26","2020-06-13 04:49:33"
96,"редукционная маммопластика",3,0.75,2,0.75,10,0.06,"2018-03-24 13:39:25","2020-06-04 14:53:38"
97,"реконструкция молочной железы",2,0.50,2,0.75,5,0.03,"2016-02-29 04:09:34","2020-06-04 10:06:49"
98,"семенова ольга владимировна",2,0.50,2,0.75,3,0.02,"2015-11-22 15:43:39","2020-04-22 22:32:28"
99,"синдром усталых ног",2,0.50,2,0.75,4,0.03,"2019-08-09 08:32:12","2020-05-25 19:07:14"
100,"слабый оргазм",2,0.50,2,0.75,4,0.03,"2019-09-09 07:41:56","2019-10-14 23:54:42"
101,"снижение чувствительности влагалища",2,0.50,2,0.75,4,0.03,"2019-09-09 07:41:56","2019-10-14 23:54:42"
102,"соломон абрамян",3,0.75,2,0.75,4,0.03,"2017-04-05 18:03:43","2020-05-28 03:26:23"
103,"трансконъюктивальный лазерный блефаролифтинг",2,0.50,2,0.75,5,0.03,"2016-02-16 14:18:56","2020-06-04 02:33:29"
104,"трансконъюнктивального лазерного блефаролифтинга",2,0.50,2,0.75,5,0.03,"2016-04-28 12:22:46","2020-05-30 07:50:36"
105,"тумаков глеб игоревич",3,0.75,2,0.75,9,0.06,"2015-12-23 13:50:49","2020-06-16 04:13:45"
106,тут,4,1,2,0.75,66,0.42,"2016-09-15 19:26:08","2020-06-10 23:26:01"
107,"увеличение груди цены",2,0.50,2,0.75,3,0.02,"2018-02-10 01:44:49","2020-05-30 10:34:47"
108,"удаление родинок",2,0.50,2,0.75,2,0.01,"2015-01-14 07:53:16","2020-06-15 12:00:44"
109,"эндоскопическая ринопластика",3,0.75,2,0.75,8,0.05,"2016-03-25 13:28:06","2020-06-07 06:57:07"
110,"эндоскопически-ассистированная ринопластика",2,0.50,2,0.75,5,0.03,"2016-02-28 00:35:38","2020-05-26 10:16:11"
111,"эндоскопическое увеличение груди",4,1,2,0.75,4,0.03,"2016-04-17 05:38:16","2020-06-12 04:05:48"
112,"эстетической и функциональной пластики носа",2,0.50,2,0.75,3,0.02,"2016-04-11 02:48:48","2020-06-10 18:09:00"
113,"""frauklinik"" - клиника пластической хирургии",1,0.25,1,0.38,2,0.01,"2020-01-12 18:37:45","2020-01-22 02:24:52"
114,"10% скидка",1,0.25,1,0.38,2,0.01,"2017-09-11 03:02:07","2020-06-05 23:34:52"
115,"10% скидка на увеличение груди",1,0.25,1,0.38,2,0.01,"2018-05-09 07:24:47","2020-03-20 19:09:41"
116,"2. процедура от потливости",1,0.25,1,0.38,1,0.01,"2020-04-09 02:37:09","2020-04-09 02:37:09"
117,"click here",1,0.25,1,0.38,2,0.01,"2020-04-22 23:39:20","2020-04-30 00:02:56"
118,crisalix,2,0.50,1,0.38,45,0.28,"2018-10-20 11:24:27","2020-06-07 11:03:29"
119,"frau klinik | клиника пластической хирургии и косметологии",1,0.25,1,0.38,2,0.01,"2020-04-21 15:34:32","2020-04-24 02:23:05"
120,http://citiklinik.ru/,1,0.25,1,0.38,8,0.05,"2018-07-18 11:56:44","2020-03-04 22:21:03"
121,http://frau-klinik.ru/cosmetologia/a...gii_summer.php,1,0.25,1,0.38,1,0.01,"2018-09-07 16:48:25","2020-03-14 00:53:51"
122,"http://frauklinik.ru/,",1,0.25,1,0.38,1,0.01,"2020-06-08 05:53:59","2020-06-08 05:53:59"
123,http://frauklinik.ru/about/,1,0.25,1,0.38,2,0.01,"2017-07-19 02:14:53","2017-07-19 02:14:53"
124,http://frauklinik.ru/cosmetologia...,1,0.25,1,0.38,4,0.03,"2020-05-31 07:06:50","2020-06-12 09:05:05"
125,http://frauklinik.ru/cosmetologia/le...mnoy_kozhi.php,1,0.25,1,0.38,7,0.04,"2017-05-20 09:33:30","2020-06-07 13:57:20"
126,http://frauklinik.ru/cosmetologia/le...pergidrosa.php,1,0.25,1,0.38,26,0.16,"2015-07-29 14:38:17","2020-06-12 08:04:18"
127,http://frauklinik.ru/cosmetologia/mezoniti.php,1,0.25,1,0.38,13,0.08,"2017-03-09 18:23:03","2020-06-16 06:40:53"
128,http://frauklinik.ru/doctor/vischipanova.php,1,0.25,1,0.38,2,0.01,"2020-02-12 13:37:29","2020-06-10 16:10:21"
129,"http://frauklinik.ru/plasticheskaya-hir ... a_noge.php",1,0.25,1,0.38,1,0.01,"2018-07-15 08:58:24","2020-03-03 18:04:56"
130,"http://frauklinik.ru/plasticheskaya-hir ... klinik.php",1,0.25,1,0.38,3,0.02,"2019-06-11 10:14:16","2020-02-01 06:46:52"
131,http://frauklinik.ru/price/actions.php,2,0.50,1,0.38,2,0.01,"2016-04-08 19:58:37","2020-06-12 05:08:22"
132,http://frauklinik.ru/price/compl_prog_na10letmoloje.php,1,0.25,1,0.38,2,0.01,"2019-06-18 22:12:28","2020-02-01 06:46:52"
133,http://frauklinik.ru/price/preyskurant_kosmetologiya.php#cosm-apparat,1,0.25,1,0.38,20,0.13,"2017-01-13 15:41:40","2020-06-07 04:43:52"
134,http://frauklinik.ru/stomatologia/,1,0.25,1,0.38,3,0.02,"2016-11-05 21:11:39","2020-05-28 21:00:36"
135,http://frauklinik.ru/stomatologia/implantaciya_zubov.php,1,0.25,1,0.38,2,0.01,"2017-01-29 08:04:30","2019-08-29 05:00:46"
136,http://www.frauklinik.ru/about/story...abramyan_5.php,1,0.25,1,0.38,2,0.01,"2017-12-13 12:53:47","2020-06-15 02:09:27"
137,http://www.frauklinik.ru/cosmetologia/,1,0.25,1,0.38,5,0.03,"2018-06-13 01:54:03","2020-05-11 02:30:23"
138,http://www.frauklinik.ru/cosmetologia/biorevitalisatia.php,1,0.25,1,0.38,5,0.03,"2017-10-04 19:00:10","2020-06-15 20:30:53"
139,http://www.frauklinik.ru/cosmetologia/coolsculpting.php,1,0.25,1,0.38,20,0.13,"2019-02-22 09:29:33","2020-06-16 08:02:23"
140,http://www.frauklinik.ru/cosmetologia/gidromekhanopiling.php,2,0.50,1,0.38,68,0.43,"2015-09-29 09:04:01","2020-06-15 08:20:46"
141,http://www.frauklinik.ru/cosmetologia/gusinye-lapki.php,1,0.25,1,0.38,3,0.02,"2017-03-22 14:34:01","2020-05-30 16:26:37"
142,http://www.frauklinik.ru/cosmetologia/kontur-gub.php,4,1,1,0.38,17,0.11,"2015-07-09 02:32:19","2020-06-08 23:57:15"
143,http://www.frauklinik.ru/cosmetologia/kozha-posle-akne.php,1,0.25,1,0.38,4,0.03,"2018-12-29 23:53:44","2020-05-31 22:23:32"
144,http://www.frauklinik.ru/cosmetologia/land/ubrat-cellulit.php,1,0.25,1,0.38,22,0.14,"2019-02-14 13:24:54","2020-06-11 20:58:39"
145,http://www.frauklinik.ru/cosmetologia/land/udalenie-lish-volos.php,1,0.25,1,0.38,14,0.09,"2017-03-14 04:56:04","2020-06-06 10:48:27"
146,http://www.frauklinik.ru/cosmetologia/laser-epilatia.php,1,0.25,1,0.38,23,0.14,"2016-10-10 07:10:18","2020-06-15 13:02:35"
147,http://www.frauklinik.ru/cosmetologia/mezoniti.php,1,0.25,1,0.38,6,0.04,"2016-09-25 18:30:46","2020-06-16 04:16:19"
148,http://www.frauklinik.ru/cosmetologia/phototherapy.php,1,0.25,1,0.38,3,0.02,"2016-05-06 22:16:58","2020-05-30 06:02:06"
149,http://www.frauklinik.ru/cosmetologia/udalenie-novoobr.php,1,0.25,1,0.38,20,0.13,"2016-10-10 05:55:10","2020-06-07 04:43:52"
150,http://www.frauklinik.ru/cosmetologia/ulthera_system.php,1,0.25,1,0.38,9,0.06,"2018-01-01 06:26:47","2019-02-27 21:28:10"
151,http://www.frauklinik.ru/do_i_posle/podtazhka-grudi.php,1,0.25,1,0.38,1,0.01,"2019-03-31 06:06:06","2019-03-31 06:06:06"
152,http://www.frauklinik.ru/do_i_posle/rinopl..._do_i_posle.php,1,0.25,1,0.38,11,0.07,"2018-06-09 03:13:01","2020-06-16 09:49:30"
153,http://www.frauklinik.ru/doctor/abramyan.php,2,0.50,1,0.38,3,0.02,"2019-03-06 05:03:22","2020-04-21 04:48:53"
154,http://www.frauklinik.ru/doctor/brovko.php,3,0.75,1,0.38,4,0.03,"2018-08-28 15:46:05","2020-06-12 05:36:20"
155,http://www.frauklinik.ru/doctor/egorova_m_v.php,1,0.25,1,0.38,8,0.05,"2018-05-02 23:43:27","2020-03-29 19:49:06"
156,http://www.frauklinik.ru/doctor/kopasov.php.,1,0.25,1,0.38,2,0.01,"2018-07-25 23:36:10","2020-06-15 13:59:31"
157,http://www.frauklinik.ru/doctor/mistakopulo.php,1,0.25,1,0.38,3,0.02,"2016-10-11 06:04:25","2020-06-13 02:02:47"
158,http://www.frauklinik.ru/doctor/podolskaya_tatyana_viktorovna.php,1,0.25,1,0.38,1,0.01,"2018-01-02 06:23:13","2018-01-02 06:23:13"
159,http://www.frauklinik.ru/doctor/tumakov.php,1,0.25,1,0.38,1,0.01,"2018-02-02 07:02:47","2020-06-14 11:12:42"
160,http://www.frauklinik.ru/ginekologia/,4,1,1,0.38,9,0.06,"2017-05-09 07:46:11","2020-06-05 04:18:29"
161,http://www.frauklinik.ru/ginekologia/komp_programs.php,2,0.50,1,0.38,5,0.03,"2016-10-03 02:04:07","2020-06-06 19:41:26"
162,http://www.frauklinik.ru/mammologia/bol_v_molochnoy_zheleze.php,2,0.50,1,0.38,6,0.04,"2018-07-30 22:34:56","2020-04-29 02:12:50"
163,http://www.frauklinik.ru/mammologia/kista_molochnoy_zhelezy.php,1,0.25,1,0.38,3,0.02,"2018-09-24 20:18:43","2020-06-03 09:33:04"
164,http://www.frauklinik.ru/news/84/,1,0.25,1,0.38,20,0.13,"2017-10-18 03:51:50","2020-06-10 16:16:28"
165,http://www.frauklinik.ru/patsientam/,1,0.25,1,0.38,1,0.01,"2020-03-16 01:06:12","2020-04-19 09:44:43"
166,http://www.frauklinik.ru/plastich...,1,0.25,1,0.38,16,0.10,"2019-02-02 01:06:46","2020-06-11 03:21:31"
167,http://www.frauklinik.ru/plastichesk...noplastika.php,2,0.50,1,0.38,4,0.03,"2017-10-31 02:20:31","2020-06-11 02:37:52"
168,http://www.frauklinik.ru/plastichesk...toplastika.php,1,0.25,1,0.38,1,0.01,"2020-03-16 01:06:12","2020-04-19 09:44:43"
169,http://www.frauklinik.ru/plasticheskaya-hi...facelifting.php,1,0.25,1,0.38,13,0.08,"2018-02-23 06:27:36","2020-06-16 00:16:40"
170,http://www.frauklinik.ru/plasticheskaya-hi...farolifting.php,1,0.25,1,0.38,4,0.03,"2018-09-24 08:25:50","2019-10-14 20:27:39"
171,http://www.frauklinik.ru/plasticheskaya-hi...nie-pol-gub.php,1,0.25,1,0.38,12,0.08,"2018-04-20 22:58:14","2020-04-09 03:49:02"
172,http://www.frauklinik.ru/plasticheskaya-hi...tsiya_beder.php,1,0.25,1,0.38,5,0.03,"2018-02-25 12:34:23","2020-06-11 08:31:27"
173,http://www.frauklinik.ru/plasticheskaya-hi...uroplastika.php,1,0.25,1,0.38,3,0.02,"2017-10-17 09:12:37","2020-05-17 23:45:29"
174,http://www.frauklinik.ru/plasticheskaya-hirurgia/,2,0.50,1,0.38,4,0.03,"2018-04-08 16:54:54","2020-06-14 09:55:29"
175,http://www.frauklinik.ru/plasticheskaya-hirurgia/aqualifting.php,1,0.25,1,0.38,10,0.06,"2016-11-18 17:18:32","2020-06-06 09:29:25"
176,http://www.frauklinik.ru/plasticheskaya-hirurgia/blefarolifting.php,2,0.50,1,0.38,29,0.18,"2016-10-07 06:41:36","2020-06-07 12:36:06"
177,http://www.frauklinik.ru/plasticheskaya-hirurgia/chek-lifting.php,1,0.25,1,0.38,2,0.01,"2019-04-30 10:42:08","2020-06-03 07:53:10"
178,http://www.frauklinik.ru/plasticheskaya-hirurgia/direkt/endouvel_grudi_ks.php,1,0.25,1,0.38,4,0.03,"2017-01-23 08:45:10","2020-06-13 11:57:20"
179,http://www.frauklinik.ru/plasticheskaya-hirurgia/endo-uvelichenie-grudi-2ploskost.php,1,0.25,1,0.38,1,0.01,"2020-06-15 13:59:31","2020-06-15 13:59:31"
180,http://www.frauklinik.ru/plasticheskaya-hirurgia/endoskopicheskoe_uvelichenie_grudi.php,1,0.25,1,0.38,23,0.14,"2016-10-11 06:11:06","2020-06-16 03:30:35"
181,http://www.frauklinik.ru/plasticheskaya-hirurgia/lipofiling_grudi.php,1,0.25,1,0.38,1,0.01,"2018-11-12 06:33:20","2019-05-08 16:59:55"
182,http://www.frauklinik.ru/plasticheskaya-hirurgia/pomyt_golovu_posle_liftinga.php,1,0.25,1,0.38,1,0.01,"2019-09-19 16:13:57","2019-09-19 16:13:57"
183,http://www.frauklinik.ru/plasticheskaya-hirurgia/udaleniye_kostochki_na_noge.php,1,0.25,1,0.38,1,0.01,"2020-02-27 12:28:38","2020-02-27 12:28:38"
184,http://www.frauklinik.ru/plasticheskaya-hirurgia/umenschenie-grudi.php,1,0.25,1,0.38,4,0.03,"2016-04-29 06:25:26","2020-06-15 23:12:19"
185,http://www.frauklinik.ru/price/actions.php#lips-mar,1,0.25,1,0.38,4,0.03,"2016-05-08 14:25:01","2020-06-02 14:54:00"
186,http://www.frauklinik.ru/stomatologia/air-flow.php,1,0.25,1,0.38,36,0.23,"2018-09-09 21:51:27","2020-06-16 10:19:12"
187,http://www.frauklinik.ru/stomatologia/implantaciya_zubov.php.,1,0.25,1,0.38,41,0.26,"2018-09-05 07:16:58","2020-06-16 10:18:16"
188,http://www.frauklinik.ru/stomatologia/otbelivanie-zoom-4.php,1,0.25,1,0.38,2,0.01,"2018-02-09 08:02:50","2019-10-04 11:48:17"
189,http://www.frauklinik.ru/stomatologia/remineralizaciya_i_ftorirovanie_zubov.php,1,0.25,1,0.38,3,0.02,"2018-01-18 18:28:36","2020-05-30 08:48:49"
190,http://www.frauklinik.ru/stomatologia/udalenie_zuba_mudrosti.php,1,0.25,1,0.38,1,0.01,"2018-08-20 02:32:01","2020-06-07 05:41:25"
191,http://www.frauklinik.ru/stomatologia/vector-therapy.php,1,0.25,1,0.38,2,0.01,"2018-09-04 17:25:27","2019-09-29 05:00:25"
192,http://www.frauklinik.ru/stomatologia/viniry.php,1,0.25,1,0.38,3,0.02,"2018-08-21 15:30:17","2020-05-30 16:46:39"
193,https://www.frauklinik.ru/doctor/filippov.php.,1,0.25,1,0.38,7,0.04,"2019-10-28 13:46:38","2020-04-30 12:43:41"
194,"site logo:n классификация злокачественных опухолей tnm",1,0.25,1,0.38,1,0.01,"2020-04-09 09:48:06","2020-04-09 09:48:06"
195,teosyal,1,0.25,1,0.38,1,0.01,"2017-11-02 03:36:06","2019-10-06 06:22:31"
196,"ulthera system (альтера систем) – глубокий лифтинг без операции",1,0.25,1,0.38,1,0.01,"2019-07-17 00:17:36","2020-03-29 17:33:27"
197,www.frauklinik.ru/,4,1,1,0.38,4,0.03,"2017-12-11 02:55:22","2020-05-31 10:36:16"
198,www.frauklinik.ru/faq/,1,0.25,1,0.38,46,0.29,"2017-07-12 12:21:23","2020-02-18 11:29:38"
199,www.frauklinik.ru:443,1,0.25,1,0.38,2,0.01,"2020-05-11 07:07:12","2020-05-11 17:41:19"
200,"zoom 4 white speed – самая популярная в мире система для холодного отбеливания",1,0.25,1,0.38,4,0.03,"2017-06-25 15:58:40","2020-06-15 23:34:20"
201,"~image credit",1,0.25,1,0.38,5,0.03,"2019-12-16 22:07:07","2020-05-10 05:34:01"
202,"«frauklinik» — клиника пластической хирургии",1,0.25,1,0.38,1,0.01,"2016-04-24 03:20:48","2016-04-24 03:20:48"
203,«vector»,1,0.25,1,0.38,2,0.01,"2018-05-20 10:22:49","2020-05-30 16:36:41"
204,"«винные пятна»",1,0.25,1,0.38,1,0.01,"2020-05-23 01:50:26","2020-05-23 01:50:26"
205,"«фрау клиник",1,0.25,1,0.38,5,0.03,"2016-04-24 20:31:43","2020-05-26 03:41:26"
206,"акции и скидки",1,0.25,1,0.38,1,0.01,"2019-05-08 15:31:20","2019-05-08 15:31:20"
207,ангиосканирование,1,0.25,1,0.38,1,0.01,"2019-10-21 04:23:34","2019-11-19 04:49:14"
