#,"Total Backlinks","Domain Rating","URL Rating (desc)","Referring Domains","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",TextPre,"Link Anchor",TextPost,Type,"Backlink Status","First Seen","Last Check","Day Lost",Language,Traffic,Keywords,"Js rendered","Linked Domains"
23,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/about/,,/about/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
24,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/adres/,,/adres/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
25,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/adres/altufevo/,,/adres/altufevo/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
26,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/adres/proletarskaya/,,/adres/proletarskaya/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
27,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/,,/bolezni-pozvonochnika/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
28,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/dorsopatiya/,,/bolezni-pozvonochnika/dorsopatiya/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
29,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/dorsopatiya/dorsopatiya-grudnaya/,,/bolezni-pozvonochnika/dorsopatiya/dorsopatiya-grudnaya/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
30,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/dorsopatiya/dorsopatiya-poyasnichnaya/,,/bolezni-pozvonochnika/dorsopatiya/dorsopatiya-poyasnichnaya...,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
31,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/dorsopatiya/dorsopatiya-sheynaya/,,/bolezni-pozvonochnika/dorsopatiya/dorsopatiya-sheynaya/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
32,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/miozit/,,/bolezni-pozvonochnika/miozit/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
33,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/miozit/miozit-grudnoy/,,/bolezni-pozvonochnika/miozit/miozit-grudnoy/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
34,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/miozit/miozit-nog/,,/bolezni-pozvonochnika/miozit/miozit-nog/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
35,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/miozit/miozit-poyasnichnyy/,,/bolezni-pozvonochnika/miozit/miozit-poyasnichnyy/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
36,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/miozit/miozit-ruk/,,/bolezni-pozvonochnika/miozit/miozit-ruk/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
37,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/miozit/miozit-shei/,,/bolezni-pozvonochnika/miozit/miozit-shei/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
38,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/miozit/miozit-spiny/,,/bolezni-pozvonochnika/miozit/miozit-spiny/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
39,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/protruziya/,,/bolezni-pozvonochnika/protruziya/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
40,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/protruziya/poyasnichnaya-protruziya/,,/bolezni-pozvonochnika/protruziya/poyasnichnaya-protruziya/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
41,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/protruziya/protruziya-grudnogo-otdela/,,/bolezni-pozvonochnika/protruziya/protruziya-grudnogo-otdela...,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
42,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/protruziya/sheynaya-protruziya/,,/bolezni-pozvonochnika/protruziya/sheynaya-protruziya/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
43,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/radikulopatiya/,,/bolezni-pozvonochnika/radikulopatiya/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
44,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/radikulopatiya/poyasnichnaya-radikulopatiya/,,/bolezni-pozvonochnika/radikulopatiya/poyasnichnaya-radikulo...,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
45,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/radikulopatiya/sheynaya-radikulopatiya/,,/bolezni-pozvonochnika/radikulopatiya/sheynaya-radikulopatiy...,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
46,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/zashchemlenie-nerva/,,/bolezni-pozvonochnika/zashchemlenie-nerva/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
47,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/zashchemlenie-nerva/zashchemlenie-grudnogo-nerva/,,/bolezni-pozvonochnika/zashchemlenie-nerva/zashchemlenie-gru...,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
48,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/zashchemlenie-nerva/zashchemlenie-nerva-v-poyasnitse/,,/bolezni-pozvonochnika/zashchemlenie-nerva/zashchemlenie-ner...,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
49,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/zashchemlenie-nerva/zashchemlenie-sedalishchnogo-nerva/,,/bolezni-pozvonochnika/zashchemlenie-nerva/zashchemlenie-sed...,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
50,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/bolezni-pozvonochnika/zashchemlenie-nerva/zashchemlenie-sheynogo-nerva/,,/bolezni-pozvonochnika/zashchemlenie-nerva/zashchemlenie-she...,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
51,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/ceny/,,/ceny/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
52,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/faq/,,/faq/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
53,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/faq/manualnaya-terapiya-i-diagnostika/fizioterapiya-pri-beremennosti/,,novoclinic.ru/faq/manualnaya-t...,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
54,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/korrektsiya-tela/,,/korrektsiya-tela/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
55,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/korrektsiya-tela/karboksiterapiya/,,/korrektsiya-tela/karboksiterapiya/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
56,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/korrektsiya-tela/kavitatsiya-ami/,,/korrektsiya-tela/kavitatsiya-ami/,,Nofollow,,"2019-09-14 11:38:02","2020-04-26 20:18:10",,ru,0,0,,31
57,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/korrektsiya-tela/kriolipoliz/,,/korrektsiya-tela/kriolipoliz/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
58,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/korrektsiya-tela/lazernyy-lipoliz/,,/korrektsiya-tela/lazernyy-lipoliz/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
59,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/korrektsiya-tela/massazh-dlya-pokhudeniya/,,/korrektsiya-tela/massazh-dlya-pokhudeniya/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
60,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/korrektsiya-tela/massazh-dlya-pokhudeniya/antitsellyulitnyy-massazh/,,/korrektsiya-tela/massazh-dlya-pokhudeniya/antitsellyulitnyy...,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
61,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/korrektsiya-tela/massazh-dlya-pokhudeniya/limfodrenazhnyy-massazh/,,/korrektsiya-tela/massazh-dlya-pokhudeniya/limfodrenazhnyy-m...,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
62,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/korrektsiya-tela/massazh-dlya-pokhudeniya/vakuumnyy-massazh/,,/korrektsiya-tela/massazh-dlya-pokhudeniya/vakuumnyy-massazh...,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
63,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/korrektsiya-tela/mezoterapiya-tela/,,/korrektsiya-tela/mezoterapiya-tela/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
64,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/korrektsiya-tela/miostimulyatsiya/,,/korrektsiya-tela/miostimulyatsiya/,,Nofollow,,"2019-03-10 14:24:46","2020-04-26 20:18:10",,ru,0,0,,31
65,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/korrektsiya-tela/obertyvaniya/,,/korrektsiya-tela/obertyvaniya/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
66,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/korrektsiya-tela/obertyvaniya/bandazhnoe-obertyvanie/,,/korrektsiya-tela/obertyvaniya/bandazhnoe-obertyvanie/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
67,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/korrektsiya-tela/obertyvaniya/vodoroslevoe-obertyvanie/,,/korrektsiya-tela/obertyvaniya/vodoroslevoe-obertyvanie/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
68,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/korrektsiya-tela/ozonoterapiya/,,/korrektsiya-tela/ozonoterapiya/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
69,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/korrektsiya-tela/pressoterapiya/,,novoclinic.ru/korrektsiya-tela...,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
70,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/korrektsiya-tela/r-sleek/,,/korrektsiya-tela/r-sleek/,,Nofollow,,"2019-11-21 14:16:52","2020-04-26 20:18:10",,ru,0,0,,31
71,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/korrektsiya-tela/rf-lifting/,,/korrektsiya-tela/rf-lifting/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
72,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/korrektsiya-tela/ultrazvukovaya-liposaktsiya/,,/korrektsiya-tela/ultrazvukovaya-liposaktsiya/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
73,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/,,/kosmetologiya/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
74,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/apparatnyy-ukhod-skin-master-plus/,,/kosmetologiya/apparatnyy-ukhod-skin-master-plus/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
75,1,71,10,,http://prlog.ru/analysis/novoclinic.ru,"Novoclinic.ru - анализ сайта, seo характеристики сайта - новоклиник точка ру",36,241,http://novoclinic.ru/kosmetologiya/bioarmirovanie/,,/kosmetologiya/bioarmirovanie/,,Nofollow,,"2018-10-19 09:33:41","2020-04-26 20:18:10",,ru,0,0,,31
