#,"Anchor Text","Referring Domains Total","Referring Domains with Anchor (Percent %)","Referring Domains Dofollow (desc)","Referring Domains Dofollow with Anchor (Percent %)","Referring Pages Count","Referring Pages with Anchor (Percent %)","First Seen","Last Check"
17,ссылке,5,0.76,5,1,43,2,"2017-03-14 08:05:24","2020-06-16 01:06:27"
18,"фнкц фмба",6,0.91,5,1,28,1,"2017-09-15 23:56:08","2020-06-06 10:09:45"
19,"“an accident.”",6,0.91,5,1,6,0.27,"2020-05-05 09:55:23","2020-06-09 03:07:22"
20,http://kb83.com,5,0.76,4,0.94,23,1,"2015-12-13 23:35:02","2020-04-03 23:51:32"
21,www.kb83.com,11,2,4,0.94,34,2,"2015-11-13 21:01:41","2020-06-15 17:34:41"
22,"платная скорая помощь",5,0.76,4,0.94,10,0.45,"2017-11-18 15:06:22","2020-06-12 17:53:15"
23,сайте,4,0.61,4,0.94,54,2,"2017-04-08 19:52:06","2020-06-11 17:44:40"
24,"федеральном научно-клиническом центре фмба россии",4,0.61,4,0.94,7,0.32,"2017-03-03 23:06:23","2018-02-26 16:29:31"
25,"федеральный научно-клинический центр фмба россии",8,1,4,0.94,9,0.41,"2017-02-24 07:42:34","2020-06-13 23:30:48"
26,http://fnkc-fmba.ru/sobytiya/trudnyy-diagnoz-pri-boleznyakh-organov-dykhaniya/,3,0.45,3,0.71,5,0.23,"2017-06-16 00:13:05","2020-05-12 12:47:13"
27,http://kb83.com/,3,0.45,3,0.71,4,0.18,"2016-01-14 03:23:40","2020-02-26 16:51:07"
28,http://www.kb83.com,5,0.76,3,0.71,14,0.64,"2015-11-27 11:19:02","2020-06-16 06:53:34"
29,http://www.kb83.com/pages/contacts.php,3,0.45,3,0.71,4,0.18,"2017-07-28 14:43:32","2020-05-01 17:56:13"
30,https://fnkc-fmba.ru,7,1,3,0.71,24,1,"2018-03-07 11:36:13","2020-06-07 13:10:02"
31,https://fnkc-fmba.ru/aktsii/otkrytyy-seminar-dlya-zhenshchin-po-onkologicheskim-zabolevaniya-molochnoy-zhelezy/,4,0.61,3,0.71,7,0.32,"2018-11-30 00:45:34","2020-03-04 15:26:04"
32,https://fnkc-fmba.ru/sobytiya/prekurs-khirurgiya-pakhovykh-gryzh/,4,0.61,3,0.71,5,0.23,"2019-02-06 13:23:33","2020-06-10 12:14:37"
33,здесь,3,0.45,3,0.71,4,0.18,"2018-01-05 23:28:01","2020-02-26 15:21:19"
34,"официальный сайт",5,0.76,3,0.71,13,0.59,"2019-04-24 10:41:59","2020-05-23 12:31:15"
35,регистрация,3,0.45,3,0.71,5,0.23,"2018-11-29 13:23:43","2020-06-15 21:21:33"
36,сайт,3,0.45,3,0.71,4,0.18,"2019-08-25 00:41:51","2020-04-24 07:22:19"
37,"узи сосудов",3,0.45,3,0.71,9,0.41,"2016-07-09 19:13:29","2019-02-05 13:24:50"
38,умерла,3,0.45,3,0.71,4,0.18,"2020-05-04 07:35:23","2020-05-06 09:05:48"
39,http://fnkc-fmba.ru/sobytiya/novye-tekhnologii-v-nevrologii-i-neyroreabilitatsii/,2,0.30,2,0.47,4,0.18,"2017-07-29 05:59:36","2020-05-30 03:46:14"
40,http://www.kb83.com/conf/2014_09_24-25/,2,0.30,2,0.47,2,0.09,"2015-12-11 21:14:22","2020-02-16 17:27:27"
41,https://fnkc-fmba.ru/sobytiya/endovideokhirurgiya-pakhovykh-gryzh/,3,0.45,2,0.47,3,0.14,"2019-02-09 07:26:46","2019-02-12 04:56:37"
42,https://fnkc-fmba.ru/sobytiya/kardio-2019/,2,0.30,2,0.47,7,0.32,"2019-10-31 03:47:53","2020-04-09 01:59:06"
43,https://fnkc-fmba.ru/sobytiya/kardiokrym-2019/,2,0.30,2,0.47,4,0.18,"2019-11-16 01:48:09","2020-03-09 02:02:27"
44,kb83,2,0.30,2,0.47,2,0.09,"2020-04-02 15:29:17","2020-04-06 15:38:53"
45,"on the coaching centre’s web site.",2,0.30,2,0.47,2,0.09,"2020-05-08 10:35:40","2020-05-10 06:42:21"
46,"«центра реабилитации»",2,0.30,2,0.47,2,0.09,"2019-03-25 05:09:09","2019-03-29 07:23:41"
47,"в.и. терещенко",2,0.30,2,0.47,5,0.23,"2019-04-29 13:39:08","2019-07-25 16:42:17"
48,гастроскопии,2,0.30,2,0.47,3,0.14,"2020-02-21 05:14:21","2020-05-12 07:15:41"
49,"кардиолог москва",2,0.30,2,0.47,3,0.14,"2018-10-17 18:48:16","2019-08-10 17:21:01"
50,"кб 83",2,0.30,2,0.47,67,3,"2018-04-13 06:06:10","2020-06-11 23:40:46"
51,"компьютерная томография легких",2,0.30,2,0.47,2,0.09,"2017-10-07 23:56:57","2017-11-21 04:28:43"
52,"консультация аллерголога",4,0.61,2,0.47,6,0.27,"2017-03-24 06:35:42","2020-06-16 09:50:47"
53,"консультация лор врача",3,0.45,2,0.47,3,0.14,"2017-03-24 06:35:42","2020-05-28 21:00:32"
54,"консультация терапевта",2,0.30,2,0.47,2,0.09,"2017-03-24 06:35:42","2019-05-06 11:44:06"
55,"мрт позвоночника",2,0.30,2,0.47,3,0.14,"2017-09-21 01:39:04","2020-02-22 01:29:20"
56,"на сайте",2,0.30,2,0.47,2,0.09,"2020-05-15 23:27:18","2020-06-12 07:57:55"
57,"ортопедическое отделение",2,0.30,2,0.47,3,0.14,"2018-09-19 08:44:54","2020-02-01 23:29:55"
58,"официальный сайт фнкц фмба",2,0.30,2,0.47,16,0.73,"2017-08-07 23:26:28","2020-05-11 03:41:29"
59,"официальный сайт центра",2,0.30,2,0.47,11,0.50,"2017-04-10 22:39:04","2020-04-20 02:03:37"
60,перейти,2,0.30,2,0.47,69,3,"2018-10-22 06:53:35","2020-05-19 05:30:51"
61,"по ссылке",2,0.30,2,0.47,12,0.54,"2017-04-21 00:04:26","2020-04-30 18:59:50"
62,"посетить сайт автора",2,0.30,2,0.47,4,0.18,"2019-12-22 15:08:59","2020-04-14 13:57:03"
63,"сайт фнкц фмба",2,0.30,2,0.47,3,0.14,"2017-07-08 00:40:24","2020-04-08 00:29:54"
64,"травматолого-ортопедическое отделение",2,0.30,2,0.47,3,0.14,"2018-09-19 08:44:54","2020-02-01 23:29:55"
65,"фгбу фнкц фмба россии",2,0.30,2,0.47,2,0.09,"2018-08-19 20:43:07","2020-06-08 06:02:32"
66,"фгуз кб №83 федерального медико-биологического агенства",2,0.30,2,0.47,7,0.32,"2015-11-07 21:50:05","2020-05-18 05:57:42"
67,"федеральном научно-клиническом центре фмба",2,0.30,2,0.47,2,0.09,"2017-03-07 06:22:02","2017-03-24 13:33:27"
68,"федеральный научно-клинический центр специализированных видов медицинской помощи и медицинских технологий фмба",2,0.30,2,0.47,5,0.23,"2018-01-07 20:11:10","2020-06-04 21:05:36"
69,""" cardio-2018 """,1,0.15,1,0.24,1,0.05,"2019-07-23 05:32:04","2019-07-23 05:32:04"
70,"""an accident.""",1,0.15,1,0.24,1,0.05,"2020-05-08 09:59:04","2020-05-08 09:59:04"
71,;,1,0.15,1,0.24,1,0.05,"2018-09-22 14:17:58","2018-09-22 14:17:58"
72,[ссылка-1],1,0.15,1,0.24,2,0.09,"2019-08-02 07:14:45","2020-05-18 20:24:22"
73,_mg_9642,1,0.15,1,0.24,3,0.14,"2018-04-21 14:20:05","2020-05-30 05:36:07"
74,"anında öldü",1,0.15,1,0.24,1,0.05,"2020-06-13 20:36:40","2020-06-13 20:36:40"
75,"chết thảm thương",1,0.15,1,0.24,1,0.05,"2020-05-12 11:44:29","2020-05-12 11:44:29"
76,"faciəli şəkildə həlak",1,0.15,1,0.24,1,0.05,"2020-06-07 10:18:57","2020-06-07 10:18:57"
77,"federal research and clinical center federal biomedical agency of russia (federal state budgetary institution)",1,0.15,1,0.24,1,0.05,"2020-06-08 17:11:57","2020-06-08 17:11:57"
78,fnkc-fmba.ru/employees/,1,0.15,1,0.24,3,0.14,"2020-02-11 09:37:52","2020-06-13 23:10:12"
79,fnkc-fmba.ru/robots.txt,1,0.15,1,0.24,1,0.05,"2018-07-25 20:19:55","2018-07-25 20:19:55"
80,hospital,1,0.15,1,0.24,3,0.14,"2020-05-05 17:18:14","2020-05-10 23:30:19"
81,"http://fnkc-fmba.ru/ ( ��������� e-mail http://molbiol.ru/forums/index.php?act=mail&code=00&mid=9082",1,0.15,1,0.24,1,0.05,"2017-04-04 13:29:16","2017-04-04 13:29:16"
82,http://fnkc-fmba.ru/[/url],1,0.15,1,0.24,3,0.14,"2017-06-05 01:15:29","2019-06-25 05:25:07"
83,http://fnkc-fmba.ru/bitrix/rk.php?goto=http://kakpohudin.ru,1,0.15,1,0.24,3,0.14,"2017-04-07 06:53:53","2019-04-15 16:11:56"
84,http://fnkc-fmba.ru/diagnostika/ultrazvukovaya-diagnostika-uzi/uzi-sosudov-nizhnikh-konechnostey/,1,0.15,1,0.24,1,0.05,"2020-01-12 03:16:25","2020-01-12 03:16:25"
85,http://fnkc-fmba.ru/doctor/soloviev/,1,0.15,1,0.24,1,0.05,"2019-01-13 23:09:51","2019-11-25 08:29:41"
86,http://fnkc-fmba.ru/otdeleniya/khirurgicheskiy-profil/kardiokhirurgicheskoe-otdelenie/miniinvazivnoe-koronarnoe-shuntirovanie/,1,0.15,1,0.24,1,0.05,"2019-05-05 22:21:21","2019-05-05 22:21:21"
87,http://fnkc-fmba.ru/otdeleniya/khirurgicheskiy-profil/otdelenie-sosudistoy-khirurgii/,1,0.15,1,0.24,1,0.05,"2019-01-10 04:14:21","2019-01-10 04:14:21"
88,http://fnkc-fmba.ru/otdeleniya/khirurgicheskiy-profil/rasstantes-s-fibrillyatsiey-predserdiy/,1,0.15,1,0.24,1,0.05,"2019-03-24 04:46:17","2019-03-31 16:31:17"
89,http://fnkc-fmba.ru/otdeleniya/terapevticheskiy-profil/allergo-immunologicheskiy-kabinet/,1,0.15,1,0.24,1,0.05,"2019-04-09 04:33:39","2019-04-09 04:33:39"
90,http://fnkc-fmba.ru/schedule/sosudistaya-khirurgiya/,1,0.15,1,0.24,1,0.05,"2019-01-04 23:04:52","2019-01-04 23:04:52"
91,http://fnkc-fmba.ru/sobytiya/sovremennoe-lechenie-ginekologicheskikh-bolnykh-s-izbytochnoy-massoy-tela/,1,0.15,1,0.24,1,0.05,"2020-01-06 10:18:44","2020-01-06 10:18:44"
92,http://fnkc-fmba.ru/statsionar/travmatologiya-i-ortopediya/,1,0.15,1,0.24,1,0.05,"2019-03-16 11:11:02","2019-03-16 11:11:02"
93,http://fnkc-fmba.ru/upload/price.pdf,1,0.15,1,0.24,4,0.18,"2019-12-13 15:01:09","2020-06-11 03:30:23"
94,http://kb83.com/conf/2014_09_24-25/poryadok_zachisleniya.doc,1,0.15,1,0.24,1,0.05,"2020-06-10 18:56:47","2020-06-10 18:56:47"
95,http://www.kb83.com/conf/diagnostika-i-lechenie-kriticheskoy-ishemii-nizhnikh-konechnostey-16-oktyabrya-2014/,1,0.15,1,0.24,1,0.05,"2017-06-01 06:15:39","2020-01-08 16:07:07"
96,http://www.kb83.com/hospital/ambulance/,1,0.15,1,0.24,1,0.05,"2020-01-30 10:52:43","2020-01-30 10:52:43"
97,http://www.kb83.com/pages/kardiologiya.php,2,0.30,1,0.24,2,0.09,"2018-06-20 21:31:03","2019-03-20 00:17:56"
98,http://www.kb83.com/pages/shed.php,1,0.15,1,0.24,1,0.05,"2018-02-16 21:50:44","2018-02-16 21:50:44"
99,https://fnkc-fmba.ru/about/komanda-upravleniya/,1,0.15,1,0.24,5,0.23,"2020-04-22 18:32:54","2020-06-03 18:18:34"
100,https://fnkc-fmba.ru/aktsii/otkrytyy-seminar-dlya-zhenshchin-po-onkologicheskim-zabolevaniya-molochn...,1,0.15,1,0.24,8,0.36,"2020-03-22 01:31:45","2020-05-18 03:56:44"
101,"https://fnkc-fmba.ru/analizy/biokhimich ... ostoyanie/",1,0.15,1,0.24,5,0.23,"2020-01-13 02:58:11","2020-06-11 14:10:03"
102,"https://fnkc-fmba.ru/diagnostika/ultraz ... ga-i-shei/",1,0.15,1,0.24,1,0.05,"2020-04-30 04:24:25","2020-04-30 04:24:25"
103,https://fnkc-fmba.ru/news/telekanal-rossiya-1-vesti-krym-nastoyashchaya-meditsina-v-respublike-krym/,2,0.30,1,0.24,2,0.09,"2019-05-05 07:25:13","2019-05-23 11:52:16"
104,https://fnkc-fmba.ru/online/chto-takoe-arterialnaya-gipertoniya-i-chem-ona-opasna/,1,0.15,1,0.24,1,0.05,"2020-06-11 15:27:20","2020-06-11 15:27:20"
105,https://fnkc-fmba.ru/page/operaciya-pri-lechenii-bolezni-peyroni/,1,0.15,1,0.24,2,0.09,"2020-03-20 03:33:27","2020-04-24 03:05:23"
106,https://fnkc-fmba.ru/sobytiya/aktualnye-problemy-endovideokhirur/,1,0.15,1,0.24,1,0.05,"2017-11-16 03:00:18","2020-01-09 04:53:30"
107,https://fnkc-fmba.ru/sobytiya/ballon-s-lekarstvennym-pokrytiem-v-lechenii-steno-okklyuzionnykh-porazheniy-poverkhnostnoy-bedrennoy/,1,0.15,1,0.24,1,0.05,"2019-10-10 12:21:01","2019-10-10 12:21:01"
108,https://fnkc-fmba.ru/sobytiya/endovideokhirurgiya-organov-bryushnoy-polosti-malogo-taza-i-zabryushinnogo-prostranstva/,1,0.15,1,0.24,1,0.05,"2018-11-28 21:44:32","2020-05-10 02:11:42"
109,https://fnkc-fmba.ru/sobytiya/lazernaya-khirurgiya-prostaty-tulievaya-enukleatsiya/,1,0.15,1,0.24,4,0.18,"2018-11-08 01:38:06","2020-04-03 00:35:11"
110,https://fnkc-fmba.ru/sobytiya/otechestvennye-traditsii-i-sovremennye-trebovaniya-oformleniya-klinicheskogo-i-patologoanatomichesko/,1,0.15,1,0.24,2,0.09,"2019-12-12 00:24:28","2020-04-13 11:59:55"
111,https://fnkc-fmba.ru/sobytiya/trudnyy-diagnoz-pri-boleznyakh-organov-dykhaniya/,1,0.15,1,0.24,1,0.05,"2019-09-19 11:53:57","2019-09-19 11:53:57"
112,https://fnkc-fmba.ru/…/endovideokhirurgiya-organov-bryushn…/,1,0.15,1,0.24,2,0.09,"2019-12-06 23:33:50","2020-01-27 19:17:21"
113,https://fnkc-fmba.ru/…/moskovskiy-mezhdunarodnyy-sammit-po…/,1,0.15,1,0.24,5,0.23,"2019-10-31 04:27:27","2020-04-09 01:59:06"
114,https://goo.gl/lm1cyw,2,0.30,1,0.24,3,0.14,"2017-08-31 02:56:11","2020-01-28 03:30:01"
115,https://telemed.fnkc-fmba.ru/fnkc-fmba/patient/online/doctors/all,1,0.15,1,0.24,1,0.05,"2020-06-06 15:52:47","2020-06-06 15:52:47"
116,https://telemed.fnkc-fmba.ru/fnkc-fmba/patient/products,1,0.15,1,0.24,1,0.05,"2020-06-06 15:52:47","2020-06-06 15:52:47"
117,img_2322,1,0.15,1,0.24,3,0.14,"2018-04-25 08:37:33","2020-05-21 22:57:57"
118,"in a statement",1,0.15,1,0.24,1,0.05,"2020-05-07 22:31:04","2020-05-07 22:31:04"
119,kb83.com/conf/2014_09_24-25/poryadok_zachisleniya.doc,1,0.15,1,0.24,1,0.05,"2020-06-10 22:51:12","2020-06-10 22:51:12"
120,kxe6fum1ggs,1,0.15,1,0.24,3,0.14,"2018-04-25 08:37:33","2020-05-21 22:57:57"
121,"murió trágicamente",2,0.30,1,0.24,2,0.09,"2020-05-12 12:26:58","2020-06-08 04:54:37"
122,nevrit-trojnichnogo-nerva,1,0.15,1,0.24,3,0.14,"2018-04-20 15:31:24","2020-05-30 05:21:22"
123,nikolaeva.ua@fnkc-fmba.ru,1,0.15,1,0.24,3,0.14,"2018-11-29 13:23:43","2020-04-07 14:42:34"
124,"passed away unfortunately",1,0.15,1,0.24,1,0.05,"2020-05-13 22:05:41","2020-05-13 22:05:41"
125,"puedes consultar el programa del evento, aquí",1,0.15,1,0.24,1,0.05,"2019-11-06 00:19:23","2019-11-06 00:19:23"
126,"research institute of space medicine of federal state budgetary institution federal scientific clinical center of specialized types of medical care and medical technologies of fmba of russia",1,0.15,1,0.24,2,0.09,"2017-10-20 20:57:57","2019-12-16 17:31:52"
127,screenshot_1,1,0.15,1,0.24,3,0.14,"2018-04-21 10:46:10","2020-05-30 05:19:26"
128,"the federal research and clinical center",1,0.15,1,0.24,2,0.09,"2018-08-17 11:21:20","2018-08-17 11:21:20"
129,"the federal research and clinical center fmba russia",1,0.15,1,0.24,2,0.09,"2018-08-23 19:59:27","2018-08-23 19:59:27"
130,"the federal scientific and clinical center of the federal medical and biological agency of the russian federation",1,0.15,1,0.24,2,0.09,"2018-08-19 00:17:34","2018-08-19 00:17:34"
131,"visit poster's website",1,0.15,1,0.24,3,0.14,"2017-03-25 12:19:18","2019-04-10 05:11:00"
132,yjcyfa8qgxu,1,0.15,1,0.24,3,0.14,"2018-04-21 14:36:16","2020-05-30 05:31:10"
133,"~image credit",1,0.15,1,0.24,6,0.27,"2019-12-29 10:20:10","2020-05-20 13:35:32"
134,"~image credit ~image credit",1,0.15,1,0.24,1,0.05,"2020-02-02 20:48:09","2020-02-02 20:48:09"
135,"«день донора»",1,0.15,1,0.24,1,0.05,"2020-06-06 08:30:25","2020-06-06 08:30:25"
136,"александра зотова",1,0.15,1,0.24,3,0.14,"2018-04-01 18:26:41","2020-05-21 14:14:34"
137,аллергологу,1,0.15,1,0.24,3,0.14,"2018-04-22 07:11:44","2020-05-30 05:50:11"
138,"ангиография артерий, узнайте больше на kb83.com",1,0.15,1,0.24,6,0.27,"2018-03-22 04:23:19","2020-04-30 13:58:15"
139,"ангиография сосудов нижних конечностей",1,0.15,1,0.24,1,0.05,"2017-03-24 23:54:13","2017-03-24 23:54:13"
140,"ангиография сосудов. стоимость услуг на сайте",1,0.15,1,0.24,3,0.14,"2019-05-03 09:15:50","2019-05-18 05:13:20"
141,"андрей санжаров",1,0.15,1,0.24,9,0.41,"2018-04-01 05:05:07","2020-05-21 14:46:27"
142,"анкета донора кишечной биоты",1,0.15,1,0.24,3,0.14,"2018-04-21 23:36:40","2020-05-30 03:54:49"
143,"баннер сайта клиническая больница 83. магнитно-резонансная томография.",1,0.15,1,0.24,1,0.05,"2015-12-05 05:05:18","2015-12-05 05:05:18"
144,"баннер сайта коронарное шунтирование. обращайтесь в клиническую больницу 83",1,0.15,1,0.24,2,0.09,"2020-06-09 00:56:14","2020-06-09 22:43:34"
145,"баннер сайта магнитно-резонансная томография суставов. клиническая больница 83",1,0.15,1,0.24,1,0.05,"2015-12-17 19:33:53","2015-12-17 19:33:53"
146,безымянный,1,0.15,1,0.24,3,0.14,"2018-04-20 19:56:59","2020-05-30 05:40:46"
147,"больница неврологии, запись на прием к врачу. все услуги на сайте",1,0.15,1,0.24,4,0.18,"2018-11-20 11:34:20","2019-11-11 16:47:53"
148,"больница неврологии, консультация гематолога. звоните по т. (495) 395-63-21",1,0.15,1,0.24,2,0.09,"2018-11-10 14:55:13","2018-11-10 14:55:13"
149,"больница неврологии, коронарное шунтирование. подробнее на сайте",1,0.15,1,0.24,4,0.18,"2020-03-31 07:30:08","2020-06-09 22:47:22"
150,"больница неврологии, мрт исследование. цены на нашем сайте",1,0.15,1,0.24,2,0.09,"2017-06-08 03:49:01","2020-04-19 05:47:23"
151,"больница неврологии, ревматология в москве. все услуги на сайте",1,0.15,1,0.24,3,0.14,"2016-12-01 08:32:55","2016-12-01 08:32:55"
152,"в клинику",1,0.15,1,0.24,1,0.05,"2018-01-22 15:31:21","2018-01-22 15:31:21"
153,вакансии,1,0.15,1,0.24,1,0.05,"2018-05-26 13:48:18","2020-03-13 21:48:02"
154,"врач физиотерапевт",1,0.15,1,0.24,2,0.09,"2017-11-18 15:06:22","2017-11-24 16:37:29"
155,"гастроэнтерологическое отделение",1,0.15,1,0.24,3,0.14,"2015-06-23 01:25:26","2019-12-06 03:45:44"
156,"гинеколог поликлиника",1,0.15,1,0.24,2,0.09,"2017-11-18 15:06:22","2017-11-24 16:37:29"
157,"гинекологическое отделение. подробнее на kb83.com",1,0.15,1,0.24,3,0.14,"2016-01-15 03:46:47","2016-01-15 03:46:47"
158,"группы специалистов",1,0.15,1,0.24,3,0.14,"2018-04-21 09:22:12","2020-05-30 04:51:32"
159,"записаться на консультацию к терапевту",1,0.15,1,0.24,1,0.05,"2017-03-24 23:54:13","2017-03-24 23:54:13"
160,"записаться на прием",1,0.15,1,0.24,1,0.05,"2020-04-20 19:04:23","2020-04-20 19:04:23"
161,"записаться на приём",1,0.15,1,0.24,1,0.05,"2020-04-13 13:27:10","2020-04-13 13:27:10"
162,"записаться на узи органов таза, 3 д узи",1,0.15,1,0.24,1,0.05,"2019-05-08 11:00:13","2019-05-08 11:00:13"
163,зарегистрироваться,1,0.15,1,0.24,1,0.05,"2020-06-10 06:27:48","2020-06-10 06:27:48"
164,"или перейдите к форме записи онлайн.",1,0.15,1,0.24,1,0.05,"2018-05-26 13:48:18","2020-03-13 21:48:02"
165,"ирургическим отделением заболеваний сердца",1,0.15,1,0.24,3,0.14,"2018-04-24 21:19:38","2020-05-21 23:48:01"
166,источник,1,0.15,1,0.24,2,0.09,"2020-02-06 23:33:18","2020-02-16 08:38:29"
167,"казарян арминэ амасевна",1,0.15,1,0.24,1,0.05,"2019-07-12 18:25:47","2019-07-12 18:25:47"
168,"кардиолог в москве. обращайтесь!",1,0.15,1,0.24,2,0.09,"2016-01-20 23:05:37","2020-04-09 05:30:10"
169,"кардиологический центр",1,0.15,1,0.24,1,0.05,"2020-06-06 03:33:39","2020-06-06 03:33:39"
170,"кардио–2019 ii научно-практическая конференция с международным участием",1,0.15,1,0.24,1,0.05,"2019-12-01 09:46:11","2019-12-01 09:46:11"
171,"карта сайта",1,0.15,1,0.24,1,0.05,"2018-07-25 20:19:55","2018-07-25 20:19:55"
172,клинику,1,0.15,1,0.24,1,0.05,"2017-12-31 21:34:06","2017-12-31 21:34:06"
173,"клиническая больница, ангиография артерий. цены на нашем сайте",1,0.15,1,0.24,3,0.14,"2017-03-11 00:09:26","2017-08-17 07:31:09"
174,"клиническая больница, консультация кардиолога. цены на нашем сайте",1,0.15,1,0.24,3,0.14,"2016-07-28 20:22:37","2020-01-23 21:55:49"
175,"компьютерная томография в москве, ангиография артерий. обращайтесь!",1,0.15,1,0.24,3,0.14,"2017-02-27 02:23:17","2017-09-06 01:42:28"
176,"константин прохоренко",1,0.15,1,0.24,6,0.27,"2018-04-01 05:05:07","2020-05-21 14:29:12"
177,"консультация и прием эндокринолога",1,0.15,1,0.24,1,0.05,"2019-02-16 06:18:29","2019-02-16 06:18:29"
178,"консультация ортопеда. подробнее о услугах на сайте",1,0.15,1,0.24,3,0.14,"2018-04-02 09:33:43","2020-06-09 10:43:53"
179,"консультация терапевта, селективная ангиография, информация на сайте",1,0.15,1,0.24,2,0.09,"2015-12-04 14:06:26","2015-12-04 14:06:26"
180,контакты,1,0.15,1,0.24,1,0.05,"2018-05-20 19:40:46","2020-03-13 21:48:02"
181,"ландшафтный дизайн харьков",1,0.15,1,0.24,1,0.05,"2019-05-31 14:45:28","2019-08-18 16:54:40"
182,"лечение грыжы межпозвоночного диска. подробнее на kb83.com",1,0.15,1,0.24,1,0.05,"2017-06-27 09:40:30","2019-12-01 07:19:36"
183,"лечение нарушений мозгового кровообращения",2,0.30,1,0.24,4,0.18,"2019-05-01 23:12:23","2020-06-12 16:32:25"
184,"магнитно резонансная томография суставов",1,0.15,1,0.24,1,0.05,"2019-05-07 22:20:14","2019-05-07 22:20:14"
185,"магнитно-резонансная томография мозга. звоните по т. (495) 395-63-21",1,0.15,1,0.24,2,0.09,"2016-09-19 21:37:35","2020-03-11 18:39:45"
186,"магнитно-резонансная томография мозга. клиническая больница 83",1,0.15,1,0.24,2,0.09,"2018-11-08 22:05:30","2018-11-08 22:05:30"
187,мрт,1,0.15,1,0.24,1,0.05,"2020-02-21 13:54:58","2020-02-21 13:54:58"
188,"мрт спины",1,0.15,1,0.24,1,0.05,"2019-12-25 18:13:16","2019-12-25 18:13:16"
189,"научно-клинический центр",1,0.15,1,0.24,1,0.05,"2016-04-12 02:50:38","2016-04-12 02:50:38"
190,образование,1,0.15,1,0.24,2,0.09,"2015-11-07 08:51:22","2017-04-13 20:01:26"
191,"окулист офтальмолог",2,0.30,1,0.24,4,0.18,"2019-05-07 22:20:14","2020-06-16 09:50:51"
192,остеоденситометрия,1,0.15,1,0.24,2,0.09,"2017-11-18 15:06:22","2017-11-24 16:37:29"
193,отзывы,1,0.15,1,0.24,1,0.05,"2019-08-23 11:00:56","2019-08-23 11:00:56"
194,открыть,1,0.15,1,0.24,5,0.23,"2020-05-05 10:05:54","2020-06-11 12:09:16"
195,официальной,1,0.15,1,0.24,1,0.05,"2020-05-09 01:08:51","2020-05-09 01:08:51"
196,"официальный сайт компании",1,0.15,1,0.24,1,0.05,"2018-05-08 01:34:14","2020-04-09 14:35:02"
197,"официальный сайт мероприятия",1,0.15,1,0.24,7,0.32,"2019-01-23 17:42:36","2020-06-02 03:12:19"
198,"офтальмологическим отделением",1,0.15,1,0.24,1,0.05,"2017-03-25 19:47:44","2017-03-25 19:47:44"
199,"патента на изобретение",1,0.15,1,0.24,3,0.14,"2018-04-24 21:19:38","2020-05-21 23:48:01"
200,"перейти на сайт >>>",1,0.15,1,0.24,1,0.05,"2019-10-20 12:52:33","2020-02-27 03:34:34"
201,"платной скорой помощи",1,0.15,1,0.24,1,0.05,"2019-02-09 21:45:27","2019-02-09 21:45:27"
202,"платные анализы крови, остеоденситометрия. обращайтесь!",1,0.15,1,0.24,2,0.09,"2019-08-03 22:06:02","2019-09-26 21:11:31"
203,"платные поликлиники г. москвы",1,0.15,1,0.24,1,0.05,"2017-03-27 16:40:18","2017-03-27 16:40:18"
